distributor_id,distributor,location_id
1719,Borer-Schulist,310
1720,Funk and Sons,191
1721,"Bergstrom, Schiller and Douglas",560
1722,Upton LLC,560
1723,Sipes and Sons,102
1724,Rau-Runolfsson,404
1725,"Windler, Upton and Okuneva",272
1726,Kilback-Gleichner,528
1727,Tromp-Pagac,496
1728,Carter-Berge,261
1729,Gerlach-Wuckert,241
1730,"Herzog, Trantow and Fahey",239
1731,Bernhard-Robel,512
1732,"Beatty, Kihn and Weissnat",115
1733,"McClure, Stehr and Lesch",549
1734,Kertzmann-Leffler,344
1735,Herzog-Kunde,12
1736,Gulgowski-Lockman,330
1737,Mertz-Jerde,477
1738,Johnston Group,272
